"age_group","report_date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"40-49 years","2020-11-15","297","0","21","59426","320","308.285714285714","2.14285714285714"
"40-49 years","2020-11-16","139","0","6","59565","320","306.714285714285","2.14285714285714"
"40-49 years","2020-11-17","559","0","28","60124","320","346.428571428571","1.71428571428571"
"40-49 years","2020-11-18","422","1","22","60546","321","373.142857142857","1.14285714285714"
"40-49 years","2020-11-19","473","1","21","61019","322","385.285714285714","0.42857142857142"
"40-49 years","2020-11-20","431","1","16","61450","323","396.142857142857","0.57142857142857"
"40-49 years","2020-11-21","438","3","13","61888","326","394.142857142857","0.85714285714285"
"40-49 years","2020-11-22","319","1","23","62207","327","397.285714285714","1"
"40-49 years","2020-11-23","295","0","14","62502","327","419.571428571428","1"
"40-49 years","2020-11-24","328","1","22","62830","328","386.571428571428","1.14285714285714"
"40-49 years","2020-11-25","353","1","28","63183","329","376.714285714285","1.14285714285714"
"40-49 years","2020-11-26","455","0","25","63638","329","374.142857142857","1"
"40-49 years","2020-11-27","344","0","20","63982","329","361.714285714285","0.85714285714285"
"40-49 years","2020-11-28","405","0","18","64387","329","357","0.42857142857142"
"40-49 years","2020-11-29","255","0","21","64642","329","347.857142857142","0.28571428571428"
"40-49 years","2020-11-30","253","0","16","64895","329","341.857142857142","0.28571428571428"
"40-49 years","2020-12-01","474","0","23","65369","329","362.714285714285","0.14285714285714"
"40-49 years","2020-12-02","681","0","30","66050","329","409.571428571428","0"
"40-49 years","2020-12-03","707","1","15","66757","330","445.571428571428","0.14285714285714"
"40-49 years","2020-12-04","754","2","31","67511","332","504.142857142857","0.42857142857142"
"40-49 years","2020-12-05","588","1","33","68099","333","530.285714285714","0.57142857142857"
"40-49 years","2020-12-06","305","0","12","68404","333","537.428571428571","0.57142857142857"
"40-49 years","2020-12-07","750","1","61","69154","334","608.428571428571","0.71428571428571"
"40-49 years","2020-12-08","615","0","20","69769","334","628.571428571428","0.71428571428571"
"40-49 years","2020-12-09","570","1","32","70339","335","612.714285714285","0.85714285714285"
"40-49 years","2020-12-10","922","1","36","71261","336","643.428571428571","0.85714285714285"
"40-49 years","2020-12-11","743","2","34","72004","338","641.857142857143","0.85714285714285"
"40-49 years","2020-12-12","746","1","23","72750","339","664.428571428571","0.85714285714285"
"40-49 years","2020-12-13","720","0","26","73470","339","723.714285714285","0.85714285714285"
"40-49 years","2020-12-14","547","0","19","74017","339","694.714285714285","0.71428571428571"
"40-49 years","2020-12-15","780","2","46","74797","341","718.285714285714","1"
"40-49 years","2020-12-16","697","2","49","75494","343","736.428571428571","1.14285714285714"
"40-49 years","2020-12-17","935","1","38","76429","344","738.285714285714","1.14285714285714"
"40-49 years","2020-12-18","940","2","37","77369","346","766.428571428571","1.14285714285714"
"40-49 years","2020-12-19","656","0","14","78025","346","753.571428571428","1"
"40-49 years","2020-12-20","785","0","29","78810","346","762.857142857143","1"
"40-49 years","2020-12-21","485","1","20","79295","347","754","1.14285714285714"
"40-49 years","2020-12-22","1016","1","39","80311","348","787.714285714285","1"
"40-49 years","2020-12-23","860","2","43","81171","350","811","1"
"40-49 years","2020-12-24","1234","2","56","82405","352","853.714285714285","1.14285714285714"
"40-49 years","2020-12-25","809","0","18","83214","352","835","0.85714285714285"
"40-49 years","2020-12-26","638","1","17","83852","353","832.428571428571","1"
"40-49 years","2020-12-27","511","2","17","84363","355","793.285714285714","1.28571428571428"
"40-49 years","2020-12-28","544","0","27","84907","355","801.714285714285","1.14285714285714"
"40-49 years","2020-12-29","911","1","70","85818","356","786.714285714285","1.14285714285714"
"40-49 years","2020-12-30","974","2","29","86792","358","803","1.14285714285714"
"40-49 years","2020-12-31","1404","1","63","88196","359","827.285714285714","1"
"40-49 years","2021-01-01","1327","0","54","89523","359","901.285714285714","1"
"40-49 years","2021-01-02","1034","1","41","90557","360","957.857142857143","1"
"40-49 years","2021-01-03","787","0","38","91344","360","997.285714285714","0.71428571428571"
"40-49 years","2021-01-04","629","1","44","91973","361","1009.42857142857","0.85714285714285"
"40-49 years","2021-01-05","930","0","49","92903","361","1012.14285714285","0.71428571428571"
"40-49 years","2021-01-06","823","2","46","93726","363","990.571428571428","0.71428571428571"
"40-49 years","2021-01-07","1141","3","25","94867","366","953","1"
"40-49 years","2021-01-08","1574","2","39","96441","368","988.285714285714","1.28571428571428"
"40-49 years","2021-01-09","1371","4","52","97812","372","1036.42857142857","1.71428571428571"
"40-49 years","2021-01-10","1106","0","40","98918","372","1082","1.71428571428571"
"40-49 years","2021-01-11","947","1","27","99865","373","1127.42857142857","1.71428571428571"
"40-49 years","2021-01-12","872","2","33","100737","375","1119.14285714285","2"
"40-49 years","2021-01-13","817","5","62","101554","380","1118.28571428571","2.42857142857142"
"40-49 years","2021-01-14","937","0","30","102491","380","1089.14285714285","2"
"40-49 years","2021-01-15","1063","4","38","103554","384","1016.14285714285","2.28571428571428"
"40-49 years","2021-01-16","1043","3","44","104597","387","969.285714285714","2.14285714285714"
"40-49 years","2021-01-17","834","0","44","105431","387","930.428571428571","2.14285714285714"
"40-49 years","2021-01-18","662","4","26","106093","391","889.714285714285","2.57142857142857"
"40-49 years","2021-01-19","713","4","38","106806","395","867","2.85714285714285"
"40-49 years","2021-01-20","929","4","19","107735","399","883","2.71428571428571"
"40-49 years","2021-01-21","926","5","24","108661","404","881.428571428571","3.42857142857142"
"40-49 years","2021-01-22","1026","3","29","109687","407","876.142857142857","3.28571428571428"
"40-49 years","2021-01-23","998","1","59","110685","408","869.714285714285","3"
"40-49 years","2021-01-24","659","0","25","111344","408","844.714285714285","3"
"40-49 years","2021-01-25","526","2","18","111870","410","825.285714285714","2.71428571428571"
"40-49 years","2021-01-26","938","2","46","112808","412","857.428571428571","2.42857142857142"
"40-49 years","2021-01-27","664","0","27","113472","412","819.571428571428","1.85714285714285"
"40-49 years","2021-01-28","883","2","30","114355","414","813.428571428571","1.42857142857142"
"40-49 years","2021-01-29","736","7","38","115091","421","772","2"
"40-49 years","2021-01-30","703","2","20","115794","423","729.857142857143","2.14285714285714"
"40-49 years","2021-01-31","476","0","21","116270","423","703.714285714285","2.14285714285714"
"40-49 years","2021-02-01","398","2","14","116668","425","685.428571428571","2.14285714285714"
"40-49 years","2021-02-02","424","4","28","117092","429","612","2.42857142857142"
"40-49 years","2021-02-03","570","2","18","117662","431","598.571428571428","2.71428571428571"
"40-49 years","2021-02-04","607","3","31","118269","434","559.142857142857","2.85714285714285"
"40-49 years","2021-02-05","530","4","19","118799","438","529.714285714285","2.42857142857142"
"40-49 years","2021-02-06","467","7","13","119266","445","496","3.14285714285714"
"40-49 years","2021-02-07","512","0","26","119778","445","501.142857142857","3.14285714285714"
"40-49 years","2021-02-08","400","1","14","120178","446","501.428571428571","3"
"40-49 years","2021-02-09","381","3","25","120559","449","495.285714285714","2.85714285714285"
"40-49 years","2021-02-10","341","2","17","120900","451","462.571428571428","2.85714285714285"
"40-49 years","2021-02-11","501","2","28","121401","453","447.428571428571","2.71428571428571"
"40-49 years","2021-02-12","366","6","13","121767","459","424","3"
"40-49 years","2021-02-13","417","0","18","122184","459","416.857142857142","2"
"40-49 years","2021-02-14","260","0","7","122444","459","380.857142857142","2"
"40-49 years","2021-02-15","282","0","20","122726","459","364","1.85714285714285"
"40-49 years","2021-02-16","260","4","12","122986","463","346.714285714285","2"
"40-49 years","2021-02-17","374","2","10","123360","465","351.428571428571","2"
"40-49 years","2021-02-18","391","2","15","123751","467","335.714285714285","2"
"40-49 years","2021-02-19","342","2","10","124093","469","332.285714285714","1.42857142857142"
"40-49 years","2021-02-20","371","4","15","124464","473","325.714285714285","2"
"40-49 years","2021-02-21","221","0","9","124685","473","320.142857142857","2"
"40-49 years","2021-02-22","216","4","6","124901","477","310.714285714285","2.57142857142857"
"40-49 years","2021-02-23","354","0","19","125255","477","324.142857142857","2"
"40-49 years","2021-02-24","320","4","17","125575","481","316.428571428571","2.28571428571428"
"40-49 years","2021-02-25","349","2","16","125924","483","310.428571428571","2.28571428571428"
"40-49 years","2021-02-26","344","2","13","126268","485","310.714285714285","2.28571428571428"
"40-49 years","2021-02-27","362","5","16","126630","490","309.428571428571","2.42857142857142"
"40-49 years","2021-02-28","233","0","16","126863","490","311.142857142857","2.42857142857142"
"40-49 years","2021-03-01","200","2","12","127063","492","308.857142857142","2.14285714285714"
"40-49 years","2021-03-02","280","2","21","127343","494","298.285714285714","2.42857142857142"
"40-49 years","2021-03-03","251","5","16","127594","499","288.428571428571","2.57142857142857"
"40-49 years","2021-03-04","260","3","8","127854","502","275.714285714285","2.71428571428571"
"40-49 years","2021-03-05","199","6","12","128053","508","255","3.28571428571428"
"40-49 years","2021-03-06","233","4","14","128286","512","236.571428571428","3.14285714285714"
"40-49 years","2021-03-07","148","0","7","128434","512","224.428571428571","3.14285714285714"
"40-49 years","2021-03-08","136","1","11","128570","513","215.285714285714","3"
"40-49 years","2021-03-09","155","0","14","128725","513","197.428571428571","2.71428571428571"
"40-49 years","2021-03-10","182","2","13","128907","515","187.571428571428","2.28571428571428"
"40-49 years","2021-03-11","179","3","10","129086","518","176","2.28571428571428"
"40-49 years","2021-03-12","190","3","16","129276","521","174.714285714285","1.85714285714285"
"40-49 years","2021-03-13","139","1","6","129415","522","161.285714285714","1.42857142857142"
"40-49 years","2021-03-14","129","0","5","129544","522","158.571428571428","1.42857142857142"
"40-49 years","2021-03-15","130","2","8","129674","524","157.714285714285","1.57142857142857"
"40-49 years","2021-03-16","193","0","25","129867","524","163.142857142857","1.57142857142857"
"40-49 years","2021-03-17","193","1","9","130060","525","164.714285714285","1.42857142857142"
"40-49 years","2021-03-18","187","2","6","130247","527","165.857142857142","1.28571428571428"
"40-49 years","2021-03-19","217","2","9","130464","529","169.714285714285","1.14285714285714"
"40-49 years","2021-03-20","201","3","9","130665","532","178.571428571428","1.42857142857142"
"40-49 years","2021-03-21","131","0","11","130796","532","178.857142857142","1.42857142857142"
"40-49 years","2021-03-22","87","1","6","130883","533","172.714285714285","1.28571428571428"
"40-49 years","2021-03-23","172","0","16","131055","533","169.714285714285","1.28571428571428"
"40-49 years","2021-03-24","130","1","12","131185","534","160.714285714285","1.28571428571428"
"40-49 years","2021-03-25","179","5","16","131364","539","159.571428571428","1.71428571428571"
"40-49 years","2021-03-26","160","5","11","131524","544","151.428571428571","2.14285714285714"
"40-49 years","2021-03-27","143","7","9","131667","551","143.142857142857","2.71428571428571"
"40-49 years","2021-03-28","129","0","9","131796","551","142.857142857142","2.71428571428571"
"40-49 years","2021-03-29","127","1","4","131923","552","148.571428571428","2.71428571428571"
"40-49 years","2021-03-30","141","0","12","132064","552","144.142857142857","2.71428571428571"
"40-49 years","2021-03-31","178","3","13","132242","555","151","3"
"40-49 years","2021-04-01","124","1","7","132366","556","143.142857142857","2.42857142857142"
"40-49 years","2021-04-02","157","2","15","132523","558","142.714285714285","2"
"40-49 years","2021-04-03","112","3","5","132635","561","138.285714285714","1.42857142857142"
"40-49 years","2021-04-04","104","0","13","132739","561","134.714285714285","1.42857142857142"
"40-49 years","2021-04-05","75","0","8","132814","561","127.285714285714","1.28571428571428"
"40-49 years","2021-04-06","151","1","12","132965","562","128.714285714285","1.42857142857142"
"40-49 years","2021-04-07","139","5","11","133104","567","123.142857142857","1.71428571428571"
"40-49 years","2021-04-08","169","1","12","133273","568","129.571428571428","1.71428571428571"
"40-49 years","2021-04-09","167","1","11","133440","569","131","1.57142857142857"
"40-49 years","2021-04-10","151","4","10","133591","573","136.571428571428","1.71428571428571"
"40-49 years","2021-04-11","115","0","10","133706","573","138.142857142857","1.71428571428571"
"40-49 years","2021-04-12","97","1","9","133803","574","141.285714285714","1.85714285714285"
"40-49 years","2021-04-13","181","2","19","133984","576","145.571428571428","2"
"40-49 years","2021-04-14","186","5","15","134170","581","152.285714285714","2"
"40-49 years","2021-04-15","156","1","11","134326","582","150.428571428571","2"
"40-49 years","2021-04-16","207","2","12","134533","584","156.142857142857","2.14285714285714"
"40-49 years","2021-04-17","181","0","20","134714","584","160.428571428571","1.57142857142857"
"40-49 years","2021-04-18","111","0","11","134825","584","159.857142857142","1.57142857142857"
"40-49 years","2021-04-19","122","0","14","134947","584","163.428571428571","1.42857142857142"
"40-49 years","2021-04-20","133","0","15","135080","584","156.571428571428","1.14285714285714"
"40-49 years","2021-04-21","171","0","22","135251","584","154.428571428571","0.42857142857142"
"40-49 years","2021-04-22","145","1","14","135396","585","152.857142857142","0.42857142857142"
"40-49 years","2021-04-23","189","0","17","135585","585","150.285714285714","0.14285714285714"
"40-49 years","2021-04-24","152","1","14","135737","586","146.142857142857","0.28571428571428"
"40-49 years","2021-04-25","110","1","14","135847","587","146","0.42857142857142"
"40-49 years","2021-04-26","107","1","15","135954","588","143.857142857142","0.57142857142857"
"40-49 years","2021-04-27","105","0","15","136059","588","139.857142857142","0.57142857142857"
"40-49 years","2021-04-28","160","2","10","136219","590","138.285714285714","0.85714285714285"
"40-49 years","2021-04-29","154","2","17","136373","592","139.571428571428","1"
"40-49 years","2021-04-30","169","2","9","136542","594","136.714285714285","1.28571428571428"
"40-49 years","2021-05-01","164","0","12","136706","594","138.428571428571","1.14285714285714"
"40-49 years","2021-05-02","115","0","8","136821","594","139.142857142857","1"
"40-49 years","2021-05-03","99","1","12","136920","595","138","1"
"40-49 years","2021-05-04","117","3","8","137037","598","139.714285714285","1.42857142857142"
"40-49 years","2021-05-05","126","2","21","137163","600","134.857142857142","1.42857142857142"
"40-49 years","2021-05-06","143","0","17","137306","600","133.285714285714","1.14285714285714"
"40-49 years","2021-05-07","138","1","14","137444","601","128.857142857142","1"
"40-49 years","2021-05-08","98","0","6","137542","601","119.428571428571","1"
"40-49 years","2021-05-09","79","0","5","137621","601","114.285714285714","1"
"40-49 years","2021-05-10","56","0","7","137677","601","108.142857142857","0.85714285714285"
"40-49 years","2021-05-11","101","2","12","137778","603","105.857142857142","0.71428571428571"
"40-49 years","2021-05-12","82","4","4","137860","607","99.5714285714285","1"
"40-49 years","2021-05-13","121","1","13","137981","608","96.4285714285714","1.14285714285714"
"40-49 years","2021-05-14","96","1","4","138077","609","90.4285714285714","1.14285714285714"
"40-49 years","2021-05-15","68","2","8","138145","611","86.1428571428571","1.42857142857142"
"40-49 years","2021-05-16","49","0","4","138194","611","81.8571428571428","1.42857142857142"
"40-49 years","2021-05-17","61","0","6","138255","611","82.5714285714285","1.42857142857142"
"40-49 years","2021-05-18","72","0","11","138327","611","78.4285714285714","1.14285714285714"
"40-49 years","2021-05-19","85","0","16","138412","611","78.8571428571428","0.57142857142857"
"40-49 years","2021-05-20","95","2","6","138507","613","75.1428571428571","0.71428571428571"
"40-49 years","2021-05-21","94","1","6","138601","614","74.8571428571428","0.71428571428571"
"40-49 years","2021-05-22","71","1","4","138672","615","75.2857142857143","0.57142857142857"
"40-49 years","2021-05-23","60","0","10","138732","615","76.8571428571428","0.57142857142857"
"40-49 years","2021-05-24","25","0","3","138757","615","71.7142857142857","0.57142857142857"
"40-49 years","2021-05-25","66","0","11","138823","615","70.8571428571428","0.57142857142857"
"40-49 years","2021-05-26","46","0","5","138869","615","65.2857142857143","0.57142857142857"
"40-49 years","2021-05-27","71","1","9","138940","616","61.8571428571428","0.42857142857142"
"40-49 years","2021-05-28","50","1","8","138990","617","55.5714285714285","0.42857142857142"
"40-49 years","2021-05-29","74","0","9","139064","617","56","0.28571428571428"
"40-49 years","2021-05-30","40","0","7","139104","617","53.1428571428571","0.28571428571428"
"40-49 years","2021-05-31","30","0","4","139134","617","53.8571428571428","0.28571428571428"
"40-49 years","2021-06-01","33","0","5","139167","617","49.1428571428571","0.28571428571428"
"40-49 years","2021-06-02","57","0","4","139224","617","50.7142857142857","0.28571428571428"
"40-49 years","2021-06-03","48","1","5","139272","618","47.4285714285714","0.28571428571428"
"40-49 years","2021-06-04","59","2","2","139331","620","48.7142857142857","0.42857142857142"
"40-49 years","2021-06-05","33","3","4","139364","623","42.8571428571428","0.85714285714285"
"40-49 years","2021-06-06","28","0","6","139392","623","41.1428571428571","0.85714285714285"
"40-49 years","2021-06-07","27","0","3","139419","623","40.7142857142857","0.85714285714285"
"40-49 years","2021-06-08","47","2","4","139466","625","42.7142857142857","1.14285714285714"
"40-49 years","2021-06-09","27","1","6","139493","626","38.4285714285714","1.28571428571428"
"40-49 years","2021-06-10","46","2","2","139539","628","38.1428571428571","1.42857142857142"
"40-49 years","2021-06-11","46","2","7","139585","630","36.2857142857142","1.42857142857142"
"40-49 years","2021-06-12","48","2","6","139633","632","38.4285714285714","1.28571428571428"
"40-49 years","2021-06-13","29","0","1","139662","632","38.5714285714285","1.28571428571428"
"40-49 years","2021-06-14","19","0","3","139681","632","37.4285714285714","1.28571428571428"
"40-49 years","2021-06-15","36","0","0","139717","632","35.8571428571428","1"
"40-49 years","2021-06-16","54","1","2","139771","633","39.7142857142857","1"
"40-49 years","2021-06-17","68","1","4","139839","634","42.8571428571428","0.85714285714285"
"40-49 years","2021-06-18","48","0","5","139887","634","43.1428571428571","0.57142857142857"
"40-49 years","2021-06-19","41","0","5","139928","634","42.1428571428571","0.28571428571428"
"40-49 years","2021-06-20","19","0","1","139947","634","40.7142857142857","0.28571428571428"
"40-49 years","2021-06-21","24","0","2","139971","634","41.4285714285714","0.28571428571428"
"40-49 years","2021-06-22","34","0","5","140005","634","41.1428571428571","0.28571428571428"
"40-49 years","2021-06-23","49","1","0","140054","635","40.4285714285714","0.28571428571428"
"40-49 years","2021-06-24","37","1","4","140091","636","36","0.28571428571428"
"40-49 years","2021-06-25","44","0","5","140135","636","35.4285714285714","0.28571428571428"
"40-49 years","2021-06-26","35","3","4","140170","639","34.5714285714285","0.71428571428571"
"40-49 years","2021-06-27","33","0","5","140203","639","36.5714285714285","0.71428571428571"
"40-49 years","2021-06-28","25","0","2","140228","639","36.7142857142857","0.71428571428571"
"40-49 years","2021-06-29","50","3","5","140278","642","39","1.14285714285714"
"40-49 years","2021-06-30","54","2","4","140332","644","39.7142857142857","1.28571428571428"
"40-49 years","2021-07-01","61","3","5","140393","647","43.1428571428571","1.57142857142857"
"40-49 years","2021-07-02","44","2","5","140437","649","43.1428571428571","1.85714285714285"
"40-49 years","2021-07-03","44","0","3","140481","649","44.4285714285714","1.42857142857142"
"40-49 years","2021-07-04","27","0","6","140508","649","43.5714285714285","1.42857142857142"
"40-49 years","2021-07-05","39","0","3","140547","649","45.5714285714285","1.42857142857142"
"40-49 years","2021-07-06","59","0","9","140606","649","46.8571428571428","1"
"40-49 years","2021-07-07","65","0","8","140671","649","48.4285714285714","0.71428571428571"
"40-49 years","2021-07-08","100","1","12","140771","650","54","0.42857142857142"
"40-49 years","2021-07-09","90","1","13","140861","651","60.5714285714285","0.28571428571428"
"40-49 years","2021-07-10","86","0","8","140947","651","66.5714285714285","0.28571428571428"
"40-49 years","2021-07-11","56","0","6","141003","651","70.7142857142857","0.28571428571428"
"40-49 years","2021-07-12","54","0","11","141057","651","72.8571428571428","0.28571428571428"
"40-49 years","2021-07-13","92","0","9","141149","651","77.5714285714285","0.28571428571428"
"40-49 years","2021-07-14","127","0","13","141276","651","86.4285714285714","0.28571428571428"
"40-49 years","2021-07-15","130","1","14","141406","652","90.7142857142857","0.28571428571428"
"40-49 years","2021-07-16","101","1","8","141507","653","92.2857142857143","0.28571428571428"
"40-49 years","2021-07-17","144","0","12","141651","653","100.571428571428","0.28571428571428"
"40-49 years","2021-07-18","108","1","14","141759","654","108","0.42857142857142"
"40-49 years","2021-07-19","107","0","13","141866","654","115.571428571428","0.42857142857142"
"40-49 years","2021-07-20","148","2","19","142014","656","123.571428571428","0.71428571428571"
"40-49 years","2021-07-21","189","0","23","142203","656","132.428571428571","0.71428571428571"
"40-49 years","2021-07-22","223","0","17","142426","656","145.714285714285","0.57142857142857"
"40-49 years","2021-07-23","241","0","28","142667","656","165.714285714285","0.42857142857142"
"40-49 years","2021-07-24","280","1","46","142947","657","185.142857142857","0.57142857142857"
"40-49 years","2021-07-25","202","0","17","143149","657","198.571428571428","0.42857142857142"
"40-49 years","2021-07-26","185","0","25","143334","657","209.714285714285","0.42857142857142"
"40-49 years","2021-07-27","308","1","33","143642","658","232.571428571428","0.28571428571428"
"40-49 years","2021-07-28","370","2","26","144012","660","258.428571428571","0.57142857142857"
"40-49 years","2021-07-29","417","2","37","144429","662","286.142857142857","0.85714285714285"
"40-49 years","2021-07-30","392","0","51","144821","662","307.714285714285","0.85714285714285"
"40-49 years","2021-07-31","234","2","16","145055","664","301.142857142857","1"
"40-49 years","2021-08-01","139","0","4","145194","664","292.142857142857","1"
"40-49 years","2021-08-02","282","0","28","145476","664","306","1"
"40-49 years","2021-08-03","878","1","100","146354","665","387.428571428571","1"
"40-49 years","2021-08-04","393","1","36","146747","666","390.714285714285","0.85714285714285"
"40-49 years","2021-08-05","528","1","57","147275","667","406.571428571428","0.71428571428571"
"40-49 years","2021-08-06","649","1","60","147924","668","443.285714285714","0.85714285714285"
"40-49 years","2021-08-07","633","2","52","148557","670","500.285714285714","0.85714285714285"
"40-49 years","2021-08-08","454","0","34","149011","670","545.285714285714","0.85714285714285"
"40-49 years","2021-08-09","326","0","36","149337","670","551.571428571428","0.85714285714285"
"40-49 years","2021-08-10","604","3","57","149941","673","512.428571428571","1.14285714285714"
"40-49 years","2021-08-11","612","4","39","150553","677","543.714285714285","1.57142857142857"
"40-49 years","2021-08-12","692","3","41","151245","680","567.142857142857","1.85714285714285"
"40-49 years","2021-08-13","740","2","66","151985","682","580.142857142857","2"
"40-49 years","2021-08-14","782","1","85","152767","683","601.428571428571","1.85714285714285"
"40-49 years","2021-08-15","404","0","35","153171","683","594.285714285714","1.85714285714285"
"40-49 years","2021-08-16","697","0","59","153868","683","647.285714285714","1.85714285714285"
"40-49 years","2021-08-17","571","2","52","154439","685","642.571428571428","1.71428571428571"
"40-49 years","2021-08-18","615","5","57","155054","690","643","1.85714285714285"
"40-49 years","2021-08-19","915","4","54","155969","694","674.857142857143","2"
"40-49 years","2021-08-20","853","2","58","156822","696","691","2"
"40-49 years","2021-08-21","852","5","51","157674","701","701","2.57142857142857"
"40-49 years","2021-08-22","752","0","52","158426","701","750.714285714285","2.57142857142857"
"40-49 years","2021-08-23","587","0","25","159013","701","735","2.57142857142857"
"40-49 years","2021-08-24","708","2","55","159721","703","754.571428571428","2.57142857142857"
"40-49 years","2021-08-25","1022","9","74","160743","712","812.714285714285","3.14285714285714"
"40-49 years","2021-08-26","1124","3","64","161867","715","842.571428571428","3"
"40-49 years","2021-08-27","1043","6","55","162910","721","869.714285714285","3.57142857142857"
"40-49 years","2021-08-28","1258","8","64","164168","729","927.714285714285","4"
"40-49 years","2021-08-29","717","0","35","164885","729","922.714285714285","4"
"40-49 years","2021-08-30","569","0","42","165454","729","920.142857142857","4"
"40-49 years","2021-08-31","903","8","71","166357","737","948","4.85714285714285"
"40-49 years","2021-09-01","939","6","39","167296","743","936.142857142857","4.42857142857142"
"40-49 years","2021-09-02","865","13","32","168161","756","899.142857142857","5.85714285714285"
"40-49 years","2021-09-03","1230","10","85","169391","766","925.857142857143","6.42857142857143"
"40-49 years","2021-09-04","918","14","52","170309","780","877.285714285714","7.28571428571428"
"40-49 years","2021-09-05","661","0","24","170970","780","869.285714285714","7.28571428571428"
"40-49 years","2021-09-06","795","0","35","171765","780","901.571428571428","7.28571428571428"
"40-49 years","2021-09-07","727","6","31","172492","786","876.428571428571","7"
"40-49 years","2021-09-08","767","5","60","173259","791","851.857142857143","6.85714285714285"
"40-49 years","2021-09-09","658","21","66","173917","812","822.285714285714","8"
"40-49 years","2021-09-10","996","8","43","174913","820","788.857142857143","7.71428571428571"
"40-49 years","2021-09-11","690","13","25","175603","833","756.285714285714","7.57142857142857"
"40-49 years","2021-09-12","674","1","29","176277","834","758.142857142857","7.71428571428571"
"40-49 years","2021-09-13","491","2","18","176768","836","714.714285714285","8"
"40-49 years","2021-09-14","681","6","60","177449","842","708.142857142857","8"
"40-49 years","2021-09-15","612","16","21","178061","858","686","9.57142857142857"
"40-49 years","2021-09-16","579","16","26","178640","874","674.714285714285","8.85714285714285"
"40-49 years","2021-09-17","554","9","21","179194","883","611.571428571428","9"
"40-49 years","2021-09-18","633","20","60","179827","903","603.428571428571","10"
"40-49 years","2021-09-19","374","0","21","180201","903","560.571428571428","9.85714285714285"
"40-49 years","2021-09-20","344","0","13","180545","903","539.571428571428","9.57142857142857"
"40-49 years","2021-09-21","913","10","38","181458","913","572.714285714285","10.1428571428571"
"40-49 years","2021-09-22","451","13","37","181909","926","549.714285714285","9.71428571428571"
"40-49 years","2021-09-23","480","10","27","182389","936","535.571428571428","8.85714285714285"
"40-49 years","2021-09-24","485","14","27","182874","950","525.714285714285","9.57142857142857"
"40-49 years","2021-09-25","462","12","25","183336","962","501.285714285714","8.42857142857143"
"40-49 years","2021-09-26","255","0","17","183591","962","484.285714285714","8.42857142857143"
"40-49 years","2021-09-27","231","0","19","183822","962","468.142857142857","8.42857142857143"
"40-49 years","2021-09-28","332","11","22","184154","973","385.142857142857","8.57142857142857"
"40-49 years","2021-09-29","499","9","30","184653","982","392","8"
"40-49 years","2021-09-30","553","25","15","185206","1007","402.428571428571","10.1428571428571"
"40-49 years","2021-10-01","337","15","17","185543","1022","381.285714285714","10.2857142857142"
"40-49 years","2021-10-02","483","12","19","186026","1034","384.285714285714","10.2857142857142"
"40-49 years","2021-10-03","190","0","11","186216","1034","375","10.2857142857142"
"40-49 years","2021-10-04","298","0","15","186514","1034","384.571428571428","10.2857142857142"
"40-49 years","2021-10-05","280","12","22","186794","1046","377.142857142857","10.4285714285714"
"40-49 years","2021-10-06","79","12","3","186873","1058","317.142857142857","10.8571428571428"
"40-49 years","2021-10-07","568","15","23","187441","1073","319.285714285714","9.42857142857143"
"40-49 years","2021-10-08","309","9","17","187750","1082","315.285714285714","8.57142857142857"
"40-49 years","2021-10-09","281","11","17","188031","1093","286.428571428571","8.42857142857143"
"40-49 years","2021-10-10","164","0","6","188195","1093","282.714285714285","8.42857142857143"
"40-49 years","2021-10-11","115","0","10","188310","1093","256.571428571428","8.42857142857143"
"40-49 years","2021-10-12","250","8","6","188560","1101","252.285714285714","7.85714285714285"
"40-49 years","2021-10-13","229","5","13","188789","1106","273.714285714285","6.85714285714285"
"40-49 years","2021-10-14","252","10","13","189041","1116","228.571428571428","6.14285714285714"
"40-49 years","2021-10-15","209","13","10","189250","1129","214.285714285714","6.71428571428571"
"40-49 years","2021-10-16","181","9","11","189431","1138","200","6.42857142857143"
"40-49 years","2021-10-17","125","0","6","189556","1138","194.428571428571","6.42857142857143"
"40-49 years","2021-10-18","52","0","5","189608","1138","185.428571428571","6.42857142857143"
"40-49 years","2021-10-19","160","2","8","189768","1140","172.571428571428","5.57142857142857"
"40-49 years","2021-10-20","158","6","8","189926","1146","162.428571428571","5.71428571428571"
"40-49 years","2021-10-21","136","10","7","190062","1156","145.857142857142","5.71428571428571"
"40-49 years","2021-10-22","144","12","6","190206","1168","136.571428571428","5.57142857142857"
"40-49 years","2021-10-23","141","6","12","190347","1174","130.857142857142","5.14285714285714"
"40-49 years","2021-10-24","89","0","4","190436","1174","125.714285714285","5.14285714285714"
"40-49 years","2021-10-25","89","0","3","190525","1174","131","5.14285714285714"
"40-49 years","2021-10-26","116","8","7","190641","1182","124.714285714285","6"
"40-49 years","2021-10-27","233","10","6","190874","1192","135.428571428571","6.57142857142857"
"40-49 years","2021-10-28","166","9","3","191040","1201","139.714285714285","6.42857142857143"
"40-49 years","2021-10-29","112","6","2","191152","1207","135.142857142857","5.57142857142857"
"40-49 years","2021-10-30","123","7","15","191275","1214","132.571428571428","5.71428571428571"
