"age_group","symptom date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"50-59 years","2022-04-30","81","0","5","267879","3758","93.1428571428571","0.57142857142857"
"50-59 years","2022-05-01","78","1","1","267957","3759","97.5714285714285","0.57142857142857"
"50-59 years","2022-05-02","146","0","2","268103","3759","105.428571428571","0.57142857142857"
"50-59 years","2022-05-03","153","0","1","268256","3759","112.428571428571","0.57142857142857"
"50-59 years","2022-05-04","157","0","4","268413","3759","117.714285714285","0.42857142857142"
"50-59 years","2022-05-05","153","1","2","268566","3760","124.142857142857","0.57142857142857"
"50-59 years","2022-05-06","154","0","1","268720","3760","131.714285714285","0.28571428571428"
"50-59 years","2022-05-07","102","0","1","268822","3760","134.714285714285","0.28571428571428"
"50-59 years","2022-05-08","123","0","3","268945","3760","141.142857142857","0.14285714285714"
"50-59 years","2022-05-09","156","0","0","269101","3760","142.571428571428","0.14285714285714"
"50-59 years","2022-05-10","188","0","5","269289","3760","147.571428571428","0.14285714285714"
"50-59 years","2022-05-11","199","1","5","269488","3761","153.571428571428","0.28571428571428"
"50-59 years","2022-05-12","202","2","3","269690","3763","160.571428571428","0.42857142857142"
"50-59 years","2022-05-13","164","0","4","269854","3763","162","0.42857142857142"
"50-59 years","2022-05-14","138","0","5","269992","3763","167.142857142857","0.42857142857142"
"50-59 years","2022-05-15","135","0","5","270127","3763","168.857142857142","0.42857142857142"
"50-59 years","2022-05-16","258","0","2","270385","3763","183.428571428571","0.42857142857142"
"50-59 years","2022-05-17","245","0","2","270630","3763","191.571428571428","0.42857142857142"
"50-59 years","2022-05-18","221","0","3","270851","3763","194.714285714285","0.28571428571428"
"50-59 years","2022-05-19","219","0","4","271070","3763","197.142857142857","0"
"50-59 years","2022-05-20","276","1","3","271346","3764","213.142857142857","0.14285714285714"
"50-59 years","2022-05-21","184","0","2","271530","3764","219.714285714285","0.14285714285714"
"50-59 years","2022-05-22","187","0","7","271717","3764","227.142857142857","0.14285714285714"
"50-59 years","2022-05-23","270","1","5","271987","3765","228.857142857142","0.28571428571428"
"50-59 years","2022-05-24","309","1","2","272296","3766","238","0.42857142857142"
"50-59 years","2022-05-25","298","0","7","272594","3766","249","0.42857142857142"
"50-59 years","2022-05-26","279","0","7","272873","3766","257.571428571428","0.42857142857142"
"50-59 years","2022-05-27","269","2","5","273142","3768","256.571428571428","0.57142857142857"
"50-59 years","2022-05-28","204","0","7","273346","3768","259.428571428571","0.57142857142857"
"50-59 years","2022-05-29","220","1","7","273566","3769","264.142857142857","0.71428571428571"
"50-59 years","2022-05-30","153","0","10","273719","3769","247.428571428571","0.57142857142857"
"50-59 years","2022-05-31","397","1","8","274116","3770","260","0.57142857142857"
"50-59 years","2022-06-01","366","0","6","274482","3770","269.714285714285","0.57142857142857"
"50-59 years","2022-06-02","339","1","8","274821","3771","278.285714285714","0.71428571428571"
"50-59 years","2022-06-03","305","0","11","275126","3771","283.428571428571","0.42857142857142"
"50-59 years","2022-06-04","222","0","10","275348","3771","286","0.42857142857142"
"50-59 years","2022-06-05","215","0","4","275563","3771","285.285714285714","0.28571428571428"
"50-59 years","2022-06-06","324","1","9","275887","3772","309.714285714285","0.42857142857142"
"50-59 years","2022-06-07","368","0","5","276255","3772","305.571428571428","0.28571428571428"
"50-59 years","2022-06-08","299","1","5","276554","3773","296","0.42857142857142"
"50-59 years","2022-06-09","264","1","5","276818","3774","285.285714285714","0.42857142857142"
"50-59 years","2022-06-10","286","1","6","277104","3775","282.571428571428","0.57142857142857"
"50-59 years","2022-06-11","193","0","6","277297","3775","278.428571428571","0.57142857142857"
"50-59 years","2022-06-12","219","1","5","277516","3776","279","0.71428571428571"
"50-59 years","2022-06-13","328","0","10","277844","3776","279.571428571428","0.57142857142857"
"50-59 years","2022-06-14","297","3","7","278141","3779","269.428571428571","1"
"50-59 years","2022-06-15","331","0","10","278472","3779","274","0.85714285714285"
"50-59 years","2022-06-16","288","1","8","278760","3780","277.428571428571","0.85714285714285"
"50-59 years","2022-06-17","292","2","6","279052","3782","278.285714285714","1"
"50-59 years","2022-06-18","215","3","11","279267","3785","281.428571428571","1.42857142857142"
"50-59 years","2022-06-19","223","0","5","279490","3785","282","1.28571428571428"
"50-59 years","2022-06-20","399","3","7","279889","3788","292.142857142857","1.71428571428571"
"50-59 years","2022-06-21","365","2","9","280254","3790","301.857142857142","1.57142857142857"
"50-59 years","2022-06-22","380","0","15","280634","3790","308.857142857142","1.57142857142857"
"50-59 years","2022-06-23","337","1","6","280971","3791","315.857142857142","1.57142857142857"
"50-59 years","2022-06-24","349","2","10","281320","3793","324","1.57142857142857"
"50-59 years","2022-06-25","230","0","7","281550","3793","326.142857142857","1.14285714285714"
"50-59 years","2022-06-26","222","1","9","281772","3794","326","1.28571428571428"
"50-59 years","2022-06-27","380","1","7","282152","3795","323.285714285714","1"
"50-59 years","2022-06-28","393","1","6","282545","3796","327.285714285714","0.85714285714285"
"50-59 years","2022-06-29","446","4","12","282991","3800","336.714285714285","1.42857142857142"
"50-59 years","2022-06-30","366","1","5","283357","3801","340.857142857142","1.42857142857142"
"50-59 years","2022-07-01","343","0","14","283700","3801","340","1.14285714285714"
"50-59 years","2022-07-02","221","0","8","283921","3801","338.714285714285","1.14285714285714"
"50-59 years","2022-07-03","207","1","7","284128","3802","336.571428571428","1.14285714285714"
"50-59 years","2022-07-04","181","1","15","284309","3803","308.142857142857","1.14285714285714"
"50-59 years","2022-07-05","469","2","19","284778","3805","319","1.28571428571428"
"50-59 years","2022-07-06","436","2","18","285214","3807","317.571428571428","1"
"50-59 years","2022-07-07","395","0","12","285609","3807","321.714285714285","0.85714285714285"
"50-59 years","2022-07-08","402","0","16","286011","3807","330.142857142857","0.85714285714285"
"50-59 years","2022-07-09","281","0","8","286292","3807","338.714285714285","0.85714285714285"
"50-59 years","2022-07-10","292","0","9","286584","3807","350.857142857142","0.71428571428571"
"50-59 years","2022-07-11","543","1","18","287127","3808","402.571428571428","0.71428571428571"
"50-59 years","2022-07-12","498","0","15","287625","3808","406.714285714285","0.42857142857142"
"50-59 years","2022-07-13","458","0","10","288083","3808","409.857142857142","0.14285714285714"
"50-59 years","2022-07-14","399","2","14","288482","3810","410.428571428571","0.42857142857142"
"50-59 years","2022-07-15","430","2","10","288912","3812","414.428571428571","0.71428571428571"
"50-59 years","2022-07-16","308","0","10","289220","3812","418.285714285714","0.71428571428571"
"50-59 years","2022-07-17","254","2","12","289474","3814","412.857142857142","1"
"50-59 years","2022-07-18","561","3","17","290035","3817","415.428571428571","1.28571428571428"
"50-59 years","2022-07-19","514","0","18","290549","3817","417.714285714285","1.28571428571428"
"50-59 years","2022-07-20","451","0","19","291000","3817","416.714285714285","1.28571428571428"
"50-59 years","2022-07-21","434","0","12","291434","3817","421.714285714285","1"
"50-59 years","2022-07-22","422","0","9","291856","3817","420.571428571428","0.71428571428571"
"50-59 years","2022-07-23","290","1","9","292146","3818","418","0.85714285714285"
"50-59 years","2022-07-24","291","2","14","292437","3820","423.285714285714","0.85714285714285"
"50-59 years","2022-07-25","515","5","15","292952","3825","416.714285714285","1.14285714285714"
"50-59 years","2022-07-26","532","1","13","293484","3826","419.285714285714","1.28571428571428"
"50-59 years","2022-07-27","430","1","14","293914","3827","416.285714285714","1.42857142857142"
"50-59 years","2022-07-28","415","2","10","294329","3829","413.571428571428","1.71428571428571"
"50-59 years","2022-07-29","386","0","15","294715","3829","408.428571428571","1.71428571428571"
"50-59 years","2022-07-30","289","0","8","295004","3829","408.285714285714","1.57142857142857"
"50-59 years","2022-07-31","252","1","10","295256","3830","402.714285714285","1.42857142857142"
"50-59 years","2022-08-01","478","1","13","295734","3831","397.428571428571","0.85714285714285"
"50-59 years","2022-08-02","384","0","12","296118","3831","376.285714285714","0.71428571428571"
"50-59 years","2022-08-03","361","2","13","296479","3833","366.428571428571","0.85714285714285"
"50-59 years","2022-08-04","371","2","20","296850","3835","360.142857142857","0.85714285714285"
"50-59 years","2022-08-05","348","1","12","297198","3836","354.714285714285","1"
"50-59 years","2022-08-06","240","2","13","297438","3838","347.714285714285","1.28571428571428"
"50-59 years","2022-08-07","206","2","10","297644","3840","341.142857142857","1.42857142857142"
"50-59 years","2022-08-08","391","0","8","298035","3840","328.714285714285","1.28571428571428"
"50-59 years","2022-08-09","358","2","16","298393","3842","325","1.57142857142857"
"50-59 years","2022-08-10","327","2","15","298720","3844","320.142857142857","1.57142857142857"
"50-59 years","2022-08-11","285","2","16","299005","3846","307.857142857142","1.57142857142857"
"50-59 years","2022-08-12","290","3","7","299295","3849","299.571428571428","1.85714285714285"
"50-59 years","2022-08-13","227","3","10","299522","3852","297.714285714285","2"
"50-59 years","2022-08-14","225","2","7","299747","3854","300.428571428571","2"
"50-59 years","2022-08-15","327","3","15","300074","3857","291.285714285714","2.42857142857142"
"50-59 years","2022-08-16","330","1","17","300404","3858","287.285714285714","2.28571428571428"
"50-59 years","2022-08-17","296","0","12","300700","3858","282.857142857142","2"
"50-59 years","2022-08-18","276","1","4","300976","3859","281.571428571428","1.85714285714285"
"50-59 years","2022-08-19","288","1","10","301264","3860","281.285714285714","1.57142857142857"
"50-59 years","2022-08-20","219","1","11","301483","3861","280.142857142857","1.28571428571428"
"50-59 years","2022-08-21","176","0","13","301659","3861","273.142857142857","1"
"50-59 years","2022-08-22","348","2","19","302007","3863","276.142857142857","0.85714285714285"
"50-59 years","2022-08-23","295","2","12","302302","3865","271.142857142857","1"
"50-59 years","2022-08-24","290","2","15","302592","3867","270.285714285714","1.28571428571428"
"50-59 years","2022-08-25","268","1","6","302860","3868","269.142857142857","1.28571428571428"
"50-59 years","2022-08-26","260","1","10","303120","3869","265.142857142857","1.28571428571428"
"50-59 years","2022-08-27","172","1","3","303292","3870","258.428571428571","1.28571428571428"
"50-59 years","2022-08-28","152","0","10","303444","3870","255","1.28571428571428"
"50-59 years","2022-08-29","218","0","10","303662","3870","236.428571428571","1"
"50-59 years","2022-08-30","184","3","10","303846","3873","220.571428571428","1.14285714285714"
"50-59 years","2022-08-31","202","2","11","304048","3875","208","1.14285714285714"
"50-59 years","2022-09-01","171","2","10","304219","3877","194.142857142857","1.28571428571428"
"50-59 years","2022-09-02","152","0","3","304371","3877","178.714285714285","1.14285714285714"
"50-59 years","2022-09-03","131","2","12","304502","3879","172.857142857142","1.28571428571428"
"50-59 years","2022-09-04","116","1","7","304618","3880","167.714285714285","1.42857142857142"
"50-59 years","2022-09-05","102","1","6","304720","3881","151.142857142857","1.57142857142857"
"50-59 years","2022-09-06","169","0","4","304889","3881","149","1.14285714285714"
"50-59 years","2022-09-07","154","0","5","305043","3881","142.142857142857","0.85714285714285"
"50-59 years","2022-09-08","164","2","7","305207","3883","141.142857142857","0.85714285714285"
"50-59 years","2022-09-09","116","1","5","305323","3884","136","1"
"50-59 years","2022-09-10","71","3","4","305394","3887","127.428571428571","1.14285714285714"
"50-59 years","2022-09-11","76","0","5","305470","3887","121.714285714285","1"
"50-59 years","2022-09-12","152","1","6","305622","3888","128.857142857142","1"
"50-59 years","2022-09-13","124","2","8","305746","3890","122.428571428571","1.28571428571428"
"50-59 years","2022-09-14","109","1","7","305855","3891","116","1.42857142857142"
"50-59 years","2022-09-15","90","5","1","305945","3896","105.428571428571","1.85714285714285"
"50-59 years","2022-09-16","78","1","3","306023","3897","100","1.85714285714285"
"50-59 years","2022-09-17","58","0","3","306081","3897","98.1428571428571","1.42857142857142"
"50-59 years","2022-09-18","64","2","4","306145","3899","96.4285714285714","1.71428571428571"
"50-59 years","2022-09-19","94","0","6","306239","3899","88.1428571428571","1.57142857142857"
"50-59 years","2022-09-20","94","1","5","306333","3900","83.8571428571428","1.42857142857142"
"50-59 years","2022-09-21","82","2","2","306415","3902","80","1.57142857142857"
"50-59 years","2022-09-22","82","2","3","306497","3904","78.8571428571428","1.14285714285714"
"50-59 years","2022-09-23","71","3","1","306568","3907","77.8571428571428","1.42857142857142"
"50-59 years","2022-09-24","44","0","1","306612","3907","75.8571428571428","1.42857142857142"
"50-59 years","2022-09-25","41","0","2","306653","3907","72.5714285714285","1.14285714285714"
"50-59 years","2022-09-26","84","2","7","306737","3909","71.1428571428571","1.42857142857142"
"50-59 years","2022-09-27","76","1","3","306813","3910","68.5714285714285","1.42857142857142"
"50-59 years","2022-09-28","67","0","5","306880","3910","66.4285714285714","1.14285714285714"
"50-59 years","2022-09-29","57","0","2","306937","3910","62.8571428571428","0.85714285714285"
"50-59 years","2022-09-30","44","1","2","306981","3911","59","0.57142857142857"
"50-59 years","2022-10-01","45","1","2","307026","3912","59.1428571428571","0.71428571428571"
"50-59 years","2022-10-02","45","0","2","307071","3912","59.7142857142857","0.71428571428571"
"50-59 years","2022-10-03","74","0","2","307145","3912","58.2857142857142","0.42857142857142"
"50-59 years","2022-10-04","76","0","2","307221","3912","58.2857142857142","0.28571428571428"
"50-59 years","2022-10-05","65","1","1","307286","3913","58","0.42857142857142"
"50-59 years","2022-10-06","52","1","6","307338","3914","57.2857142857142","0.57142857142857"
"50-59 years","2022-10-07","73","0","4","307411","3914","61.4285714285714","0.42857142857142"
"50-59 years","2022-10-08","43","3","1","307454","3917","61.1428571428571","0.71428571428571"
"50-59 years","2022-10-09","39","1","1","307493","3918","60.2857142857142","0.85714285714285"
"50-59 years","2022-10-10","65","0","3","307558","3918","59","0.85714285714285"
"50-59 years","2022-10-11","56","1","3","307614","3919","56.1428571428571","1"
"50-59 years","2022-10-12","68","0","2","307682","3919","56.5714285714285","0.85714285714285"
"50-59 years","2022-10-13","50","0","0","307732","3919","56.2857142857142","0.71428571428571"
"50-59 years","2022-10-14","62","2","1","307794","3921","54.7142857142857","1"
"50-59 years","2022-10-15","44","0","2","307838","3921","54.8571428571428","0.57142857142857"
"50-59 years","2022-10-16","34","2","3","307872","3923","54.1428571428571","0.71428571428571"
"50-59 years","2022-10-17","90","1","3","307962","3924","57.7142857142857","0.85714285714285"
"50-59 years","2022-10-18","64","1","1","308026","3925","58.8571428571428","0.85714285714285"
"50-59 years","2022-10-19","51","0","2","308077","3925","56.4285714285714","0.85714285714285"
"50-59 years","2022-10-20","56","1","2","308133","3926","57.2857142857142","1"
"50-59 years","2022-10-21","46","1","0","308179","3927","55","0.85714285714285"
"50-59 years","2022-10-22","53","1","2","308232","3928","56.2857142857142","1"
"50-59 years","2022-10-23","57","0","2","308289","3928","59.5714285714285","0.71428571428571"
"50-59 years","2022-10-24","81","0","6","308370","3928","58.2857142857142","0.57142857142857"
"50-59 years","2022-10-25","75","0","1","308445","3928","59.8571428571428","0.42857142857142"
"50-59 years","2022-10-26","60","1","3","308505","3929","61.1428571428571","0.57142857142857"
"50-59 years","2022-10-27","69","0","2","308574","3929","63","0.42857142857142"
"50-59 years","2022-10-28","45","2","3","308619","3931","62.8571428571428","0.57142857142857"
"50-59 years","2022-10-29","53","0","3","308672","3931","62.8571428571428","0.42857142857142"
"50-59 years","2022-10-30","50","0","1","308722","3931","61.8571428571428","0.42857142857142"
"50-59 years","2022-10-31","77","0","1","308799","3931","61.2857142857142","0.42857142857142"
"50-59 years","2022-11-01","71","0","4","308870","3931","60.7142857142857","0.42857142857142"
"50-59 years","2022-11-02","73","2","2","308943","3933","62.5714285714285","0.57142857142857"
"50-59 years","2022-11-03","55","1","2","308998","3934","60.5714285714285","0.71428571428571"
"50-59 years","2022-11-04","58","2","4","309056","3936","62.4285714285714","0.71428571428571"
"50-59 years","2022-11-05","58","0","1","309114","3936","63.1428571428571","0.71428571428571"
"50-59 years","2022-11-06","44","1","4","309158","3937","62.2857142857142","0.85714285714285"
"50-59 years","2022-11-07","59","0","5","309217","3937","59.7142857142857","0.85714285714285"
"50-59 years","2022-11-08","75","1","5","309292","3938","60.2857142857142","1"
"50-59 years","2022-11-09","59","2","2","309351","3940","58.2857142857142","1"
"50-59 years","2022-11-10","50","1","2","309401","3941","57.5714285714285","1"
"50-59 years","2022-11-11","45","0","0","309446","3941","55.7142857142857","0.71428571428571"
"50-59 years","2022-11-12","43","0","0","309489","3941","53.5714285714285","0.71428571428571"
"50-59 years","2022-11-13","52","2","2","309541","3943","54.7142857142857","0.85714285714285"
"50-59 years","2022-11-14","58","0","6","309599","3943","54.5714285714285","0.85714285714285"
"50-59 years","2022-11-15","75","0","2","309674","3943","54.5714285714285","0.71428571428571"
"50-59 years","2022-11-16","58","0","5","309732","3943","54.4285714285714","0.42857142857142"
"50-59 years","2022-11-17","75","0","2","309807","3943","58","0.28571428571428"
"50-59 years","2022-11-18","58","0","2","309865","3943","59.8571428571428","0.28571428571428"
"50-59 years","2022-11-19","50","2","2","309915","3945","60.8571428571428","0.57142857142857"
"50-59 years","2022-11-20","48","0","4","309963","3945","60.2857142857142","0.28571428571428"
"50-59 years","2022-11-21","86","1","3","310049","3946","64.2857142857143","0.42857142857142"
"50-59 years","2022-11-22","100","1","3","310149","3947","67.8571428571428","0.57142857142857"
"50-59 years","2022-11-23","99","1","4","310248","3948","73.7142857142857","0.71428571428571"
"50-59 years","2022-11-24","60","0","3","310308","3948","71.5714285714285","0.71428571428571"
"50-59 years","2022-11-25","107","1","3","310415","3949","78.5714285714285","0.85714285714285"
"50-59 years","2022-11-26","106","0","4","310521","3949","86.5714285714285","0.57142857142857"
"50-59 years","2022-11-27","95","0","3","310616","3949","93.2857142857143","0.57142857142857"
"50-59 years","2022-11-28","181","0","6","310797","3949","106.857142857142","0.42857142857142"
"50-59 years","2022-11-29","127","2","7","310924","3951","110.714285714285","0.57142857142857"
"50-59 years","2022-11-30","153","0","8","311077","3951","118.428571428571","0.42857142857142"
"50-59 years","2022-12-01","125","1","6","311202","3952","127.714285714285","0.57142857142857"
"50-59 years","2022-12-02","107","0","3","311309","3952","127.714285714285","0.42857142857142"
"50-59 years","2022-12-03","91","0","6","311400","3952","125.571428571428","0.42857142857142"
"50-59 years","2022-12-04","85","0","6","311485","3952","124.142857142857","0.42857142857142"
"50-59 years","2022-12-05","173","0","7","311658","3952","123","0.42857142857142"
"50-59 years","2022-12-06","179","2","6","311837","3954","130.428571428571","0.42857142857142"
"50-59 years","2022-12-07","139","0","2","311976","3954","128.428571428571","0.42857142857142"
"50-59 years","2022-12-08","159","1","5","312135","3955","133.285714285714","0.42857142857142"
"50-59 years","2022-12-09","143","3","7","312278","3958","138.428571428571","0.85714285714285"
"50-59 years","2022-12-10","112","0","4","312390","3958","141.428571428571","0.85714285714285"
"50-59 years","2022-12-11","109","0","6","312499","3958","144.857142857142","0.85714285714285"
"50-59 years","2022-12-12","172","1","2","312671","3959","144.714285714285","1"
"50-59 years","2022-12-13","166","0","5","312837","3959","142.857142857142","0.71428571428571"
"50-59 years","2022-12-14","166","0","7","313003","3959","146.714285714285","0.71428571428571"
"50-59 years","2022-12-15","152","0","5","313155","3959","145.714285714285","0.57142857142857"
"50-59 years","2022-12-16","147","1","3","313302","3960","146.285714285714","0.28571428571428"
"50-59 years","2022-12-17","120","1","6","313422","3961","147.428571428571","0.42857142857142"
"50-59 years","2022-12-18","114","0","7","313536","3961","148.142857142857","0.42857142857142"
"50-59 years","2022-12-19","214","0","8","313750","3961","154.142857142857","0.28571428571428"
"50-59 years","2022-12-20","197","1","8","313947","3962","158.571428571428","0.42857142857142"
"50-59 years","2022-12-21","203","1","9","314150","3963","163.857142857142","0.57142857142857"
"50-59 years","2022-12-22","178","0","4","314328","3963","167.571428571428","0.57142857142857"
"50-59 years","2022-12-23","169","0","7","314497","3963","170.714285714285","0.42857142857142"
"50-59 years","2022-12-24","127","1","8","314624","3964","171.714285714285","0.42857142857142"
"50-59 years","2022-12-25","100","0","7","314724","3964","169.714285714285","0.42857142857142"
"50-59 years","2022-12-26","179","3","11","314903","3967","164.714285714285","0.85714285714285"
"50-59 years","2022-12-27","232","2","10","315135","3969","169.714285714285","1"
"50-59 years","2022-12-28","230","2","8","315365","3971","173.571428571428","1.14285714285714"
"50-59 years","2022-12-29","196","0","13","315561","3971","176.142857142857","1.14285714285714"
"50-59 years","2022-12-30","179","0","2","315740","3971","177.571428571428","1.14285714285714"
"50-59 years","2022-12-31","165","2","13","315905","3973","183","1.28571428571428"
"50-59 years","2023-01-01","127","1","9","316032","3974","186.857142857142","1.42857142857142"
"50-59 years","2023-01-02","208","0","16","316240","3974","191","1"
"50-59 years","2023-01-03","252","0","11","316492","3974","193.857142857142","0.71428571428571"
"50-59 years","2023-01-04","212","1","9","316704","3975","191.285714285714","0.57142857142857"
"50-59 years","2023-01-05","153","0","8","316857","3975","185.142857142857","0.57142857142857"
"50-59 years","2023-01-06","161","0","6","317018","3975","182.571428571428","0.57142857142857"
"50-59 years","2023-01-07","109","0","10","317127","3975","174.571428571428","0.28571428571428"
"50-59 years","2023-01-08","108","1","7","317235","3976","171.857142857142","0.28571428571428"
"50-59 years","2023-01-09","147","1","11","317382","3977","163.142857142857","0.42857142857142"
"50-59 years","2023-01-10","123","0","5","317505","3977","144.714285714285","0.42857142857142"
"50-59 years","2023-01-11","100","0","9","317605","3977","128.714285714285","0.28571428571428"
"50-59 years","2023-01-12","115","0","5","317720","3977","123.285714285714","0.28571428571428"
"50-59 years","2023-01-13","122","0","3","317842","3977","117.714285714285","0.28571428571428"
"50-59 years","2023-01-14","81","1","5","317923","3978","113.714285714285","0.42857142857142"
"50-59 years","2023-01-15","69","1","3","317992","3979","108.142857142857","0.42857142857142"
"50-59 years","2023-01-16","104","0","8","318096","3979","102","0.28571428571428"
"50-59 years","2023-01-17","136","1","6","318232","3980","103.857142857142","0.42857142857142"
"50-59 years","2023-01-18","74","0","0","318306","3980","100.142857142857","0.42857142857142"
"50-59 years","2023-01-19","94","0","8","318400","3980","97.1428571428571","0.42857142857142"
"50-59 years","2023-01-20","95","0","3","318495","3980","93.2857142857143","0.42857142857142"
"50-59 years","2023-01-21","62","0","1","318557","3980","90.5714285714285","0.28571428571428"
"50-59 years","2023-01-22","55","0","5","318612","3980","88.5714285714285","0.14285714285714"
"50-59 years","2023-01-23","83","1","3","318695","3981","85.5714285714285","0.28571428571428"
"50-59 years","2023-01-24","82","1","3","318777","3982","77.8571428571428","0.28571428571428"
"50-59 years","2023-01-25","101","0","4","318878","3982","81.7142857142857","0.28571428571428"
"50-59 years","2023-01-26","81","0","5","318959","3982","79.8571428571428","0.28571428571428"
"50-59 years","2023-01-27","81","0","1","319040","3982","77.8571428571428","0.28571428571428"
"50-59 years","2023-01-28","45","0","2","319085","3982","75.4285714285714","0.28571428571428"
"50-59 years","2023-01-29","53","0","4","319138","3982","75.1428571428571","0.28571428571428"
"50-59 years","2023-01-30","79","0","2","319217","3982","74.5714285714285","0.14285714285714"
"50-59 years","2023-01-31","9","0","0","319226","3982","64.1428571428571","0"
"50-59 years","2023-02-01","0","0","0","319226","3982","49.7142857142857","0"
"60-69 years","2020-02-01","3","0","0","3","0","0","0"
"60-69 years","2020-02-02","5","0","1","8","0","0","0"
"60-69 years","2020-02-03","4","0","0","12","0","0","0"
"60-69 years","2020-02-04","4","0","2","16","0","0","0"
"60-69 years","2020-02-05","2","0","1","18","0","0","0"
"60-69 years","2020-02-06","2","0","0","20","0","0","0"
"60-69 years","2020-02-07","0","0","0","20","0","2.85714285714285","0"
"60-69 years","2020-02-08","2","0","0","22","0","2.71428571428571","0"
"60-69 years","2020-02-09","4","0","0","26","0","2.57142857142857","0"
"60-69 years","2020-02-10","1","0","0","27","0","2.14285714285714","0"
"60-69 years","2020-02-11","2","0","0","29","0","1.85714285714285","0"
"60-69 years","2020-02-12","0","0","0","29","0","1.57142857142857","0"
"60-69 years","2020-02-13","2","0","0","31","0","1.57142857142857","0"
"60-69 years","2020-02-14","3","0","1","34","0","2","0"
"60-69 years","2020-02-15","3","0","1","37","0","2.14285714285714","0"
"60-69 years","2020-02-16","3","0","1","40","0","2","0"
"60-69 years","2020-02-17","1","0","0","41","0","2","0"
"60-69 years","2020-02-18","1","0","0","42","0","1.85714285714285","0"
"60-69 years","2020-02-19","3","0","0","45","0","2.28571428571428","0"
"60-69 years","2020-02-20","2","0","0","47","0","2.28571428571428","0"
"60-69 years","2020-02-21","1","0","0","48","0","2","0"
"60-69 years","2020-02-22","2","0","0","50","0","1.85714285714285","0"
"60-69 years","2020-02-23","5","0","1","55","0","2.14285714285714","0"
"60-69 years","2020-02-24","6","0","0","61","0","2.85714285714285","0"
"60-69 years","2020-02-25","6","0","2","67","0","3.57142857142857","0"
"60-69 years","2020-02-26","8","0","1","75","0","4.28571428571428","0"
"60-69 years","2020-02-27","2","0","0","77","0","4.28571428571428","0"
"60-69 years","2020-02-28","6","0","2","83","0","5","0"
"60-69 years","2020-02-29","4","0","1","87","0","5.28571428571428","0"
"60-69 years","2020-03-01","25","0","3","112","0","8.14285714285714","0"
"60-69 years","2020-03-02","17","0","1","129","0","9.71428571428571","0"
"60-69 years","2020-03-03","13","0","2","142","0","10.7142857142857","0"
"60-69 years","2020-03-04","12","0","3","154","0","11.2857142857142","0"
"60-69 years","2020-03-05","13","0","4","167","0","12.8571428571428","0"
"60-69 years","2020-03-06","16","0","3","183","0","14.2857142857142","0"
"60-69 years","2020-03-07","23","0","4","206","0","17","0"
"60-69 years","2020-03-08","16","0","10","222","0","15.7142857142857","0"
"60-69 years","2020-03-09","38","0","1","260","0","18.7142857142857","0"
"60-69 years","2020-03-10","46","0","11","306","0","23.4285714285714","0"
"60-69 years","2020-03-11","42","0","11","348","0","27.7142857142857","0"
"60-69 years","2020-03-12","35","1","21","383","1","30.8571428571428","0.14285714285714"
"60-69 years","2020-03-13","62","0","10","445","1","37.4285714285714","0.14285714285714"
"60-69 years","2020-03-14","41","0","16","486","1","40","0.14285714285714"
"60-69 years","2020-03-15","74","0","27","560","1","48.2857142857142","0.14285714285714"
"60-69 years","2020-03-16","79","0","27","639","1","54.1428571428571","0.14285714285714"
"60-69 years","2020-03-17","70","1","14","709","2","57.5714285714285","0.28571428571428"
"60-69 years","2020-03-18","90","4","23","799","6","64.4285714285714","0.85714285714285"
"60-69 years","2020-03-19","86","2","32","885","8","71.7142857142857","1"
"60-69 years","2020-03-20","86","0","27","971","8","75.1428571428571","1"
"60-69 years","2020-03-21","66","5","29","1037","13","78.7142857142857","1.71428571428571"
"60-69 years","2020-03-22","81","1","35","1118","14","79.7142857142857","1.85714285714285"
"60-69 years","2020-03-23","126","4","48","1244","18","86.4285714285714","2.42857142857142"
"60-69 years","2020-03-24","106","5","39","1350","23","91.5714285714285","3"
"60-69 years","2020-03-25","109","8","44","1459","31","94.2857142857143","3.57142857142857"
"60-69 years","2020-03-26","96","5","37","1555","36","95.7142857142857","4"
"60-69 years","2020-03-27","98","5","47","1653","41","97.4285714285714","4.71428571428571"
"60-69 years","2020-03-28","81","6","46","1734","47","99.5714285714285","4.85714285714285"
"60-69 years","2020-03-29","66","5","45","1800","52","97.4285714285714","5.42857142857142"
"60-69 years","2020-03-30","128","7","41","1928","59","97.7142857142857","5.85714285714285"
"60-69 years","2020-03-31","87","6","38","2015","65","95","6"
"60-69 years","2020-04-01","140","5","51","2155","70","99.4285714285714","5.57142857142857"
"60-69 years","2020-04-02","108","7","27","2263","77","101.142857142857","5.85714285714285"
"60-69 years","2020-04-03","108","14","43","2371","91","102.571428571428","7.14285714285714"
"60-69 years","2020-04-04","93","10","37","2464","101","104.285714285714","7.71428571428571"
"60-69 years","2020-04-05","55","9","26","2519","110","102.714285714285","8.28571428571428"
"60-69 years","2020-04-06","156","8","38","2675","118","106.714285714285","8.42857142857143"
"60-69 years","2020-04-07","106","6","43","2781","124","109.428571428571","8.42857142857143"
"60-69 years","2020-04-08","106","8","39","2887","132","104.571428571428","8.85714285714285"
"60-69 years","2020-04-09","138","6","41","3025","138","108.857142857142","8.71428571428571"
